Transaction_ID,Date,Product_ID,Region_ID,Sales_Rep_ID,Customer_ID,Units_Sold,Unit_Price,Revenue
TXN06612,2025-07-11,P002,R06,SR024,C098,100,56.09,5609.0
TXN06613,2024-07-18,P007,R05,SR029,C096,48,40.4,1939.2
TXN06614,2025-12-10,P002,R01,SR001,C012,66,54.6,3603.6
TXN06615,2024-11-30,P002,R04,SR016,C029,34,54.67,1858.78
TXN06616,2025-08-25,P001,R04,SR004,C102,131,41.78,5473.18
TXN06617,2024-01-16,P005,R02,SR014,C042,61,66.86,4078.46
TXN06618,2025-11-19,P003,R03,SR003,C030,75,34.71,2603.25
TXN06619,2024-08-27,P006,R05,SR005,C096,51,29.92,1525.92
TXN06620,2025-07-02,P006,R06,SR006,C001,47,29.08,1366.76
TXN06621,2024-12-15,P008,R04,SR010,C080,83,31.01,2573.83
TXN06622,2024-08-30,P007,R01,SR007,C013,95,40.86,3881.7
TXN06623,2025-12-08,P007,R06,SR012,C062,40,,1692.0
TXN06624,2025-08-22,P007,R04,SR004,C104,46,43.95,2021.7
TXN06625,2025-05-08,P001,R06,SR030,C077,112,39.84,4462.08
TXN06626,2025-02-18,P006,R06,SR006,C051,57,29.4,1675.8
TXN06627,2025-03-21,P001,R01,SR007,C017,54,40.19,2170.26
TXN06628,2024-08-05,P001,R04,SR010,C065,47,38.84,1825.48
TXN06629,2025-10-07,P002,R02,SR020,C101,132,53.0,6996.0
TXN06630,2024-04-02,P005,R02,SR002,C033,154,67.35,10371.9
TXN06631,2024-05-31,P008,R05,SR023,C083,43,32.82,1411.26
TXN06632,2025-07-10,P004,R05,SR023,C083,36,52.24,1880.64
TXN06633,2025-10-31,P007,R01,SR007,C094,36,41.59,1497.24
TXN06634,2025-02-06,P002,R02,SR026,C090,64,55.85,3574.4
TXN06635,2024-01-03,P001,R06,SR018,C066,124,37.51,4651.24
TXN06636,2025-01-06,P008,R01,SR013,C022,69,31.43,2168.67
TXN06637,2025-12-07,P007,R05,SR029,C073,51,43.59,2223.09
TXN06638,2025-04-28,P007,R02,SR014,C069,47,43.58,2048.26
TXN06639,2024-10-03,P002,R01,SR013,C031,91,54.01,4914.91
TXN06640,2024-06-04,P001,R01,SR001,C060,153,38.7,5921.1
TXN06641,2025-09-03,P008,R06,SR012,C113,44,32.88,1446.72
TXN06642,2025-01-01,P006,R02,SR002,C036,58,28.94,1678.52
TXN06643,2024-03-25,P003,R04,SR004,C080,165,33.63,5548.95
TXN06644,2024-11-19,P004,R01,SR007,C064,81,49.24,3988.44
TXN06645,2025-06-16,P002,R01,SR007,C111,132,56.52,7460.64
TXN06646,2025-03-20,P008,R02,SR002,C105,46,32.53,1496.38
TXN06647,2025-04-24,P006,R03,SR009,C030,60,28.96,1737.6
TXN06648,2024-10-03,P003,R04,SR016,C048,67,33.67,2255.89
TXN06649,2024-01-11,P005,R01,SR001,C043,36,68.82,2477.52
TXN06650,2024-10-31,P006,R05,SR029,C081,91,28.72,2613.52
TXN06651,2025-05-12,P006,R04,SR016,C039,89,28.5,2536.5
TXN06652,2024-11-18,P003,R02,SR014,C036,30,35.08,1052.4
TXN06653,2025-09-11,P004,R02,SR026,C108,62,48.75,3022.5
TXN06654,2024-09-21,P004,R05,SR011,C068,51,46.98,2395.98
TXN06655,2024-03-06,P002,R01,SR025,C017,56,58.41,3270.96
TXN06656,2024-03-02,P007,R02,SR026,C049,100,44.89,4489.0
TXN06657,2025-11-02,P001,R06,SR006,C021,105,37.66,3954.3
TXN06658,2024-12-21,P001,R02,SR014,C108,63,40.21,2533.23
TXN06659,2024-06-22,P007,R02,SR008,C108,41,43.52,1784.32
TXN06660,2025-06-17,P002,R02,SR008,C090,62,52.88,3278.56
TXN06661,2025-05-16,P005,R01,SR001,C043,47,69.96,3288.12
TXN06662,2025-03-13,P006,R05,SR023,C008,53,29.17,1546.01
TXN06663,2025-07-25,P003,R02,SR026,C034,82,36.63,3003.66
TXN06664,2025-04-11,P002,R01,SR019,C088,83,53.39,4431.37
TXN06665,2024-11-14,P006,R03,SR015,C006,41,28.09,1151.69
TXN06666,2025-01-04,P002,R01,SR007,C043,43,57.89,2489.27
TXN06667,2024-03-06,P008,R06,SR012,C066,71,28.94,2054.74
TXN06668,2025-10-02,P005,R02,SR008,C034,50,72.66,3633.0
TXN06669,2025-11-22,P007,R02,SR020,C042,101,41.34,4175.34
TXN06670,2024-06-01,P007,R04,SR004,C104,54,44.07,2379.78
TXN06671,2025-11-09,P005,R02,SR020,C026,58,69.66,4040.28
TXN06672,2025-09-22,P006,R05,SR029,C115,84,29.74,2498.16
TXN06673,2024-08-05,P003,R05,SR011,C112,82,33.79,2770.78
TXN06674,2024-04-01,P005,R01,SR001,C043,49,68.28,3345.72
TXN06675,2025-11-01,P001,R02,SR020,C092,66,40.57,2677.62
TXN06676,2025-08-26,P006,R02,SR026,C058,79,30.34,2396.86
TXN06677,2025-06-27,P001,R03,SR009,C014,121,39.48,4777.08
TXN06678,2024-05-18,P001,R03,SR027,C037,135,39.73,5363.55
TXN06679,2025-07-20,P002,R01,SR007,C111,136,49.72,6761.92
TXN06680,2025-02-03,P002,R05,SR005,C073,72,56.06,4036.32
TXN06681,2025-10-27,P008,R04,SR016,C103,69,31.1,2145.9
TXN06682,2024-10-11,P006,R01,SR025,C088,47,29.98,1409.06
TXN06683,2024-11-13,P003,R03,SR009,C054,39,34.39,1341.21
TXN06684,2025-10-10,P005,R03,SR009,C003,53,64.6,3423.8
TXN06685,2024-02-17,P006,R05,SR023,C093,77,28.33,2181.41
TXN06686,2024-06-08,P006,R01,SR001,C027,34,29.58,1005.72
TXN06687,2024-10-31,P003,R02,SR026,C101,84,34.01,2856.84
TXN06688,2024-01-07,P001,R01,SR007,C064,125,36.51,4563.75
TXN06689,2024-02-23,P007,R01,SR007,C119,30,42.01,1260.3
TXN06690,2024-01-17,P006,R04,SR016,C046,31,28.25,875.75
TXN06691,2024-11-12,P004,R05,SR029,C028,70,49.63,3474.1
TXN06692,2025-10-16,P003,R01,SR001,C060,82,33.81,2772.42
TXN06693,2024-01-18,P004,R05,SR005,C084,124,48.89,6062.36
TXN06694,2024-05-03,P006,R01,SR007,C043,36,29.58,1064.88
TXN06695,2024-08-26,P005,R02,SR002,C101,95,66.93,6358.35
TXN06696,2025-09-21,P001,R01,SR025,C057,73,39.38,2874.74
TXN06697,2025-06-30,P006,R02,SR008,C071,52,28.7,1492.4
TXN06698,2025-05-12,P006,R01,SR013,C022,70,27.98,1958.6
TXN06699,2025-06-24,P004,R04,SR022,C065,54,49.66,2681.64
TXN06700,2025-03-23,P002,R05,SR023,C073,90,55.83,5024.7
TXN06701,2024-06-09,P004,R01,SR007,C111,119,46.63,5548.97
TXN06702,2024-02-22,P006,R02,SR026,C097,35,27.16,950.6
TXN06703,2024-12-21,P002,R05,SR017,C028,103,55.92,5759.76
TXN06704,2024-03-13,P003,R05,SR023,C008,63,34.38,2165.94
TXN06705,2025-04-25,P001,R06,SR006,C051,61,38.97,2377.17
TXN06706,2024-10-30,P008,R01,SR025,C057,46,31.63,1454.98
TXN06707,2024-09-16,P001,R06,SR006,C044,88,41.05,3612.4
TXN06708,2024-05-05,P001,R06,SR030,C021,85,41.26,3507.1
TXN06709,2024-02-09,P005,R01,SR025,C119,32,70.16,2245.12
TXN06710,2025-05-30,P001,R02,SR008,C071,77,40.97,3154.69
TXN06711,2025-06-30,P002,R01,SR001,C067,163,53.45,8712.35
TXN06712,2024-02-25,P001,R03,SR027,C006,89,41.7,3711.3
TXN06713,2024-05-22,P006,R03,SR021,C019,71,28.01,1988.71
TXN06714,2025-02-03,P007,R03,SR015,C030,46,42.26,1943.96
TXN06715,2025-04-07,P005,R01,SR007,C013,98,65.88,6456.24
TXN06716,2024-04-04,P003,R01,SR001,C060,122,33.85,4129.7
TXN06717,2024-03-03,P008,R05,SR011,C115,125,34.43,4303.75
TXN06718,2025-06-21,P002,R06,SR006,C077,122,57.87,7060.14
TXN06719,2025-12-16,P004,R02,SR026,C092,56,48.36,2708.16
TXN06720,2025-08-10,P003,R02,SR002,C042,137,33.57,4599.09
TXN06721,2024-08-17,P002,R01,SR001,C088,76,53.47,4063.72
TXN06722,2024-06-19,P007,R04,SR022,C080,134,45.79,6135.86
TXN06723,2024-11-29,P003,R06,SR018,C045,93,32.7,3041.1
TXN06724,2025-10-14,P004,R04,SR016,C102,81,51.01,4131.81
TXN06725,2025-05-18,P004,R02,SR014,C036,37,48.86,1807.82
TXN06726,2025-04-10,P004,R05,SR005,C073,56,51.0,2856.0
TXN06727,2024-07-17,P007,R01,SR001,C094,55,42.14,2317.7
TXN06728,2025-02-11,P002,R06,SR012,C066,128,53.08,6794.24
TXN06729,2024-09-17,P003,R03,SR027,C018,75,34.64,2598.0
TXN06730,2024-01-16,P004,R02,SR026,C058,83,51.32,4259.56
TXN06731,2024-09-21,P001,R01,SR019,C088,74,39.14,2896.36
TXN06732,2024-08-31,P005,R01,SR013,C094,55,62.67,3446.85
TXN06733,2024-02-19,P002,R03,SR015,C109,47,55.49,2608.03
TXN06734,2024-08-31,P008,R04,SR016,C102,72,31.75,2286.0
TXN06735,2024-06-03,P007,R01,SR001,C067,119,41.35,4920.65
TXN06736,2025-10-17,P002,R02,SR014,C042,100,52.62,5262.0
TXN06737,2025-02-07,P002,R02,SR008,C092,49,52.24,2559.76
TXN06738,2024-08-22,P002,R01,SR001,C111,132,55.87,7374.84
TXN06739,2025-11-30,P005,R01,SR007,C064,70,69.19,4843.3
TXN06740,2024-01-26,P003,R05,SR017,C114,40,36.61,1464.4
TXN06741,2024-01-04,P007,R01,SR001,C111,126,41.59,5240.34
TXN06742,2025-08-25,P008,R04,SR010,C103,56,32.25,1806.0
TXN06743,2025-07-25,P004,R01,SR019,C094,54,50.64,2734.56
TXN06744,2025-04-17,P001,R01,SR007,C055,65,41.49,2696.85
TXN06745,2024-12-13,P001,R01,SR019,C088,100,38.32,3832.0
TXN06746,2025-07-21,P007,R01,SR001,C057,64,42.17,2698.88
TXN06747,2024-12-05,P007,R04,SR010,C046,34,42.75,1453.5
TXN06748,2024-06-08,P005,R04,SR016,C080,120,63.48,7617.6
TXN06749,2024-04-11,P002,R03,SR003,C014,160,57.69,9230.4
TXN06750,2024-09-10,P006,R06,SR006,C077,95,28.87,2742.65
TXN06751,2025-01-22,P002,R02,SR002,C069,66,55.64,3672.24
TXN06752,2024-02-16,P006,R01,SR001,C013,140,30.12,4216.8
TXN06753,2025-11-20,P004,R05,SR005,C114,45,50.0,2250.0
TXN06754,2024-10-25,P004,R02,SR008,C092,32,49.3,1577.6
TXN06755,2024-10-31,P006,R03,SR015,C003,56,28.32,1585.92
TXN06756,2024-06-16,P008,R05,SR005,C115,88,32.27,2839.76
TXN06757,2024-12-09,P001,R01,SR013,C027,61,41.15,2510.15
TXN06758,2025-02-19,P002,R02,SR008,C026,77,56.0,4312.0
TXN06759,2024-10-31,P001,R01,SR025,C088,82,37.75,3095.5
TXN06760,2024-01-05,P006,R02,SR020,C058,74,30.23,2237.02
TXN06761,2025-08-02,P004,R06,SR024,C001,42,48.65,2043.3
TXN06762,2024-04-30,P004,R01,SR019,C088,68,50.16,3410.88
TXN06763,2025-03-09,P007,R01,SR007,C060,78,41.85,3264.3
TXN06764,2024-06-30,P003,R02,SR002,C069,51,33.21,1693.71
TXN06765,2025-05-27,P008,R04,SR022,C104,43,34.45,1481.35
TXN06766,2024-05-19,P006,R01,SR013,C013,135,28.01,3781.35
TXN06767,2025-03-31,P008,R04,SR028,C102,81,32.96,2669.76
TXN06768,2024-12-30,P005,R01,SR007,C119,22,70.48,1550.56
TXN06769,2024-11-19,P001,R02,SR014,C108,67,40.9,2740.3
TXN06770,2024-04-06,P001,R02,SR020,C042,138,37.97,5239.86
TXN06771,2025-12-19,P005,R01,SR001,C088,39,77.72,3031.08
TXN06772,2024-04-11,P001,R03,SR015,C053,77,39.47,3039.19
TXN06773,2025-06-19,P006,R04,SR010,C005,56,29.37,1644.72
TXN06774,2024-12-08,P005,R02,SR002,C075,148,70.21,10391.08
TXN06775,2025-12-04,P001,R06,SR030,C099,60,41.25,2475.0
TXN06776,2025-10-19,P005,R04,SR010,C010,89,64.85,5771.65
TXN06777,2025-09-17,P005,R03,SR003,C024,49,66.41,3254.09
TXN06778,2025-07-02,P002,R01,SR019,C022,123,52.47,6453.81
TXN06779,2025-07-17,P005,R03,SR015,C009,24,66.54,1596.96
TXN06780,2025-12-29,P008,R02,SR008,C075,85,32.49,2761.65
TXN06781,2024-08-17,P004,R06,SR018,C110,35,51.13,1789.55
TXN06782,2024-09-28,P001,R01,SR019,C064,114,39.93,4552.02
TXN06783,2025-08-15,P004,R01,SR019,C055,58,48.33,2803.14
TXN06784,2025-05-05,P004,R03,SR021,C052,59,50.11,2956.49
TXN06785,2025-02-11,P002,R06,SR018,C002,93,53.68,4992.24
TXN06786,2025-09-15,P001,R02,SR020,C069,67,40.5,2713.5
TXN06787,2025-12-23,P005,R06,SR012,C116,36,68.31,2459.16
TXN06788,2024-08-15,P003,R05,SR023,C032,116,34.44,3995.04
TXN06789,2025-11-17,P001,R03,SR027,C024,61,41.09,2506.49
TXN06790,2025-03-18,P001,R06,SR006,C074,71,41.91,2975.61
TXN06791,2025-01-22,P002,R03,SR021,C011,77,56.41,4343.57
TXN06792,2025-12-07,P002,R01,SR019,C088,74,53.59,3965.66
TXN06793,2025-08-31,P002,R05,SR023,C032,144,55.69,8019.36
TXN06794,2024-08-19,P004,R01,SR007,C022,87,49.57,4312.59
TXN06795,2024-08-15,P008,R02,SR026,C034,48,32.81,1574.88
TXN06796,2024-04-29,P007,R02,SR026,C071,58,43.71,2535.18
TXN06797,2024-01-12,P004,R02,SR026,C007,121,49.71,6014.91
TXN06798,2025-02-04,P006,R05,SR029,C028,73,29.62,2162.26
TXN06799,2024-01-23,P002,R03,SR021,C030,77,56.5,4350.5
TXN06800,2024-03-09,P002,R02,SR014,C026,65,56.86,3695.9
TXN06801,2025-01-15,P005,R02,SR002,C007,153,67.29,10295.37
TXN06802,2025-03-20,P003,R03,SR015,C053,62,36.22,2245.64
TXN06803,2025-11-21,P002,R01,SR001,C057,70,55.97,3917.9
TXN06804,2025-08-24,P002,R02,SR002,C069,57,55.25,3149.25
TXN06805,2025-09-09,P002,R05,SR029,C112,58,55.85,3239.3
TXN06806,2024-08-11,P007,R05,SR011,C117,65,41.85,2720.25
TXN06807,2025-02-18,P004,R05,SR017,C093,60,48.34,2900.4
TXN06808,2024-08-25,P004,R01,SR025,C031,67,46.85,3138.95
TXN06809,2024-01-21,P003,R01,SR019,C111,154,34.07,5246.78
TXN06810,2025-05-18,P003,R04,SR022,C040,91,32.12,2922.92
TXN06811,2024-05-10,P004,R01,SR025,C027,50,48.54,2427.0
TXN06812,2024-04-27,P003,R06,SR006,C051,50,33.52,1676.0
TXN06813,2025-12-14,P003,R02,SR002,C071,76,33.8,2568.8
TXN06814,2024-06-18,P002,R05,SR029,C083,54,54.9,2964.6
TXN06815,2024-04-11,P001,R01,SR007,C027,63,40.28,2537.64
TXN06816,2024-02-12,P006,R03,SR003,C019,70,29.91,2093.7
TXN06817,2025-07-14,P002,R04,SR016,C046,43,55.68,2394.24
TXN06818,2024-09-27,P006,R03,SR021,C003,66,29.96,1977.36
TXN06819,2024-11-06,P006,R01,SR025,C017,35,29.54,1033.9
TXN06820,2025-05-01,P006,R01,SR019,C055,57,27.58,1572.06
TXN06821,2024-03-07,P002,R03,SR009,C025,33,55.76,1840.08
TXN06822,2024-12-08,P001,R01,SR025,C111,161,42.04,6768.44
TXN06823,2025-05-07,P008,R02,SR008,C034,45,31.74,1428.3
TXN06824,2025-12-09,P006,R06,SR012,C050,27,28.89,780.03
TXN06825,2024-06-25,P002,R06,SR024,C059,149,57.27,8533.23
TXN06826,2024-03-23,P006,R05,SR011,C096,63,30.24,1905.12
TXN06827,2024-03-19,P006,R04,SR016,C010,112,28.29,3168.48
TXN06828,2024-02-23,P002,R01,SR007,C031,86,52.6,4523.6
TXN06829,2024-08-18,P002,R04,SR004,C005,86,52.79,4539.94
TXN06830,2025-12-18,P002,R04,SR022,C023,147,53.6,7879.2
TXN06831,2025-05-07,P005,R04,SR022,C104,36,66.49,2393.64
TXN06832,2025-04-01,P005,R06,SR012,C110,60,63.83,3829.8
TXN06833,2025-11-11,P008,R04,SR004,C065,32,,998.08
TXN06834,2025-02-04,P004,R06,SR012,C016,102,47.81,4876.62
TXN06835,2025-10-19,P002,R04,SR010,C070,133,56.76,7549.08
TXN06836,2025-01-26,P002,R06,SR006,C015,160,57.29,9166.4
TXN06837,2025-03-26,P005,R02,SR014,C036,42,67.63,2840.46
TXN06838,2025-07-02,P001,R02,SR008,C058,106,39.21,4156.26
TXN06839,2024-07-06,P004,R06,SR024,C059,127,48.24,6126.48
TXN06840,2024-07-21,P001,R02,SR026,C058,134,39.56,5301.04
TXN06841,2025-01-11,P006,R06,SR024,C015,95,27.89,2649.55
TXN06842,2024-02-11,P001,R04,SR028,C070,176,39.38,6930.88
TXN06843,2025-12-18,P001,R03,SR021,C030,103,37.57,3869.71
TXN06844,2025-05-08,P007,R03,SR015,C030,43,45.54,1958.22
TXN06845,2025-02-05,P007,R01,SR025,C031,76,42.57,3235.32
TXN06846,2025-10-22,P002,R06,SR006,C061,106,55.45,5877.7
TXN06847,2025-06-21,P005,R01,SR001,C060,90,66.19,5957.1
TXN06848,2025-01-16,P008,R02,SR020,C007,120,32.6,3912.0
TXN06849,2024-05-31,P005,R03,SR003,C053,74,67.52,4996.48
TXN06850,2025-10-04,P002,R03,SR015,C053,44,54.28,2388.32
TXN06851,2025-10-02,P005,R05,SR017,C114,28,64.21,1797.88
TXN06852,2025-04-30,P008,R03,SR009,C018,44,31.96,1406.24
TXN06853,2025-04-05,P002,R01,SR013,C057,87,55.7,4845.9
TXN06854,2025-11-12,P002,R03,SR015,C052,28,56.21,1573.88
TXN06855,2025-03-02,P002,R02,SR014,C042,111,54.1,6005.1
TXN06856,2024-10-26,P006,R02,SR014,C007,69,28.44,1962.36
TXN06857,2024-10-29,P002,R06,SR030,C002,99,53.11,5257.89
TXN06858,2025-03-08,P001,R03,SR009,C030,64,41.55,2659.2
TXN06859,2024-03-26,P001,R01,SR013,C094,117,39.72,4647.24
TXN06860,2024-10-19,P007,R04,SR010,C040,69,41.85,2887.65
TXN06861,2025-07-25,P001,R02,SR014,C036,43,43.58,1873.94
TXN06862,2024-11-26,P003,R04,SR010,C010,133,33.66,4476.78
TXN06863,2024-04-10,P008,R01,SR007,C013,94,31.07,2920.58
TXN06864,2024-04-25,P008,R01,SR007,C111,89,30.72,2734.08
TXN06865,2025-07-06,P004,R02,SR008,C090,42,48.59,2040.78
TXN06866,2025-05-09,P001,R01,SR007,C043,52,38.94,2024.88
TXN06867,2024-03-21,P006,R04,SR010,C029,37,29.59,1094.83
TXN06868,2025-12-24,P002,R05,SR017,C081,126,53.81,6780.06
TXN06869,2024-10-02,P003,R01,SR013,C088,48,33.25,1596.0
TXN06870,2024-06-01,P002,R05,SR023,C081,193,56.35,10875.55
TXN06871,2024-03-13,P006,R03,SR009,C003,63,29.14,1835.82
TXN06872,2024-03-17,P003,R01,SR025,C022,90,32.45,2920.5
TXN06873,2024-09-22,P003,R03,SR027,C019,64,33.09,2117.76
TXN06874,2025-08-05,P002,R04,SR022,C103,82,55.01,4510.82
TXN06875,2024-04-18,P001,R04,SR022,C091,133,40.38,5370.54
TXN06876,2025-08-26,P003,R05,SR011,C073,63,32.19,2027.97
TXN06877,2025-08-30,P007,R02,SR014,C069,44,41.93,1844.92
TXN06878,2025-03-21,P004,R02,SR020,C092,54,48.7,2629.8
TXN06879,2025-09-06,P003,R03,SR009,C052,30,33.12,993.6
TXN06880,2025-06-12,P006,R06,SR012,C120,73,29.2,2131.6
TXN06881,2024-07-02,P001,R02,SR026,C097,44,38.28,1684.32
TXN06882,2025-03-11,P007,R03,SR009,C072,34,42.42,1442.28
TXN06883,2024-09-20,P006,R06,SR012,C113,50,28.39,1419.5
TXN06884,2024-04-27,P001,R03,SR009,C006,64,40.6,2598.4
TXN06885,2024-07-28,P002,R02,SR008,C058,92,50.48,4644.16
TXN06886,2025-04-21,P007,R02,SR014,C071,50,45.13,2256.5
TXN06887,2024-09-16,P002,R02,SR008,C007,125,54.65,6831.25
TXN06888,2024-11-11,P003,R03,SR015,C018,36,33.89,1220.04
TXN06889,2025-05-18,P005,R01,SR007,C057,48,67.91,3259.68
TXN06890,2024-05-30,P001,R05,SR029,C096,78,41.79,3259.62
TXN06891,2025-02-26,P006,R06,SR030,C001,38,26.68,1013.84
TXN06892,2024-07-06,P006,R05,SR017,C056,40,30.45,1218.0
TXN06893,2024-12-01,P003,R01,SR025,C067,124,32.97,4088.28
TXN06894,2024-02-06,P002,R02,SR014,C108,63,54.77,3450.51
TXN06895,2025-06-12,P003,R03,SR015,C053,54,33.19,1792.26
TXN06896,2024-02-05,P004,R03,SR003,C014,98,52.56,5150.88
TXN06897,2025-12-31,P002,R01,SR001,C012,76,55.83,4243.08
TXN06898,2024-01-06,P002,R06,SR012,C110,74,56.95,4214.3
TXN06899,2025-10-16,P005,R01,SR001,C060,71,70.32,4992.72
TXN06900,2025-03-29,P007,R04,SR010,C091,91,42.29,3848.39
TXN06901,2024-04-04,P005,R02,SR002,C036,52,63.37,3295.24
TXN06902,2025-09-27,P005,R01,SR013,C031,50,65.47,3273.5
TXN06903,2024-07-14,P002,R02,SR002,C049,124,57.18,7090.32
TXN06904,2025-05-21,P006,R04,SR022,C080,128,29.56,3783.68
TXN06905,2024-10-23,P003,R05,SR017,C020,103,36.41,3750.23
TXN06906,2025-08-01,P008,R03,SR003,C054,55,32.32,1777.6
TXN06907,2024-11-25,P007,R04,SR010,C065,36,43.74,1574.64
TXN06908,2025-12-31,P002,R02,SR008,C108,79,54.14,4277.06
TXN06909,2024-03-20,P001,R03,SR027,C003,118,41.91,4945.38
TXN06910,2025-03-26,P002,R03,SR027,C019,125,53.93,6741.25
TXN06911,2024-03-27,P008,R06,SR012,C116,46,33.05,1520.3
TXN06912,2025-03-12,P008,R02,SR020,C069,35,30.08,1052.8
TXN06913,2025-12-23,P005,R01,SR019,C060,84,66.44,5580.96
TXN06914,2025-01-20,P002,R01,SR013,C031,94,52.88,4970.72
TXN06915,2024-11-10,P006,R06,SR030,C110,45,28.16,1267.2
TXN06916,2024-04-26,P006,R01,SR013,C043,46,27.39,1259.94
TXN06917,2024-06-29,P002,R01,SR013,C031,91,55.08,5012.28
TXN06918,2024-03-27,P002,R04,SR028,C005,84,56.21,4721.64
TXN06919,2024-08-29,P001,R06,SR006,C087,103,39.56,4074.68
TXN06920,2024-11-11,P007,R01,SR019,C119,32,45.48,1455.36
TXN06921,2024-08-03,P001,R04,SR028,C040,91,39.67,3609.97
TXN06922,2024-09-13,P006,R02,SR020,C075,118,29.85,3522.3
TXN06923,2025-07-05,P006,R03,SR003,C072,50,28.97,1448.5
TXN06924,2024-06-12,P001,R03,SR021,C024,60,41.2,2472.0
TXN06925,2025-04-14,P005,R03,SR021,C003,87,64.64,5623.68
TXN06926,2025-06-06,P003,R04,SR004,C091,100,33.74,3374.0
TXN06927,2025-08-17,P002,R02,SR026,C026,96,55.97,5373.12
TXN06928,2025-03-15,P001,R03,SR027,C052,74,39.74,2940.76
TXN06929,2024-02-09,P004,R02,SR008,C097,24,52.31,1255.44
TXN06930,2025-08-22,P002,R02,SR008,C049,122,55.99,6830.78
TXN06931,2024-12-13,P006,R02,SR014,C101,72,27.67,1992.24
TXN06932,2025-04-26,P006,R01,SR007,C012,48,29.11,1397.28
TXN06933,2024-04-03,P008,R04,SR016,C048,51,30.67,1564.17
TXN06934,2024-05-13,P007,R02,SR008,C058,73,45.25,3303.25
TXN06935,2024-01-29,P002,R01,SR025,C060,109,51.77,5642.93
TXN06936,2025-04-18,P005,R03,SR027,C014,96,67.3,6460.8
TXN06937,2025-03-25,P006,R06,SR006,C120,78,27.83,2170.74
TXN06938,2025-12-25,P006,R06,SR006,C044,80,30.0,2400.0
TXN06939,2025-10-28,P003,R01,SR013,C060,100,33.51,3351.0
TXN06940,2025-12-12,P002,R02,SR020,C108,85,57.08,4851.8
TXN06941,2025-06-12,P007,R01,SR013,C119,38,43.1,1637.8
TXN06942,2025-05-25,P006,R04,SR022,C091,104,30.49,3170.96
TXN06943,2024-02-22,P007,R03,SR027,C011,72,43.85,3157.2
TXN06944,2024-04-16,P001,R01,SR013,C088,88,39.65,3489.2
TXN06945,2024-06-27,P008,R01,SR013,C111,104,32.68,3398.72
TXN06946,2024-06-25,P002,R05,SR023,C008,60,54.66,3279.6
TXN06947,2025-04-19,P002,R03,SR015,C014,106,51.59,5468.54
TXN06948,2025-01-15,P005,R02,SR002,C007,160,65.42,10467.2
TXN06949,2025-03-31,P004,R01,SR001,C055,60,50.12,3007.2
TXN06950,2025-10-19,P005,R03,SR009,C109,26,72.18,1876.68
TXN06951,2024-04-28,P007,R03,SR015,C041,38,42.01,1596.38
TXN06952,2024-01-25,P003,R02,SR008,C108,61,33.38,2036.18
TXN06953,2024-02-28,P002,R05,SR017,C056,61,51.84,3162.24
TXN06954,2025-03-22,P003,R04,SR010,C048,66,34.39,2269.74
TXN06955,2025-06-02,P001,R02,SR008,C071,85,41.41,3519.85
TXN06956,2024-11-07,P005,R04,SR016,C004,49,68.69,3365.81
TXN06957,2024-11-23,P003,R02,SR002,C097,32,33.81,1081.92
TXN06958,2024-01-05,P002,R05,SR023,C056,62,,3427.36
TXN06959,2024-03-15,P002,R03,SR027,C072,56,53.09,2973.04
TXN06960,2025-12-16,P003,R02,SR008,C007,127,32.99,4189.73
TXN06961,2025-05-06,P006,R03,SR027,C006,77,29.92,2303.84
TXN06962,2025-02-20,P005,R02,SR020,C101,94,66.33,6235.02
TXN06963,2024-10-05,P008,R04,SR010,C004,22,34.95,768.9
TXN06964,2025-04-14,P005,R02,SR002,C049,104,67.98,7069.92
TXN06965,2025-07-29,P002,R02,SR020,C078,175,55.15,9651.25
TXN06966,2024-03-25,P004,R03,SR027,C019,75,51.72,3879.0
TXN06967,2024-12-13,P005,R03,SR003,C011,76,64.3,4886.8
TXN06968,2025-03-27,P007,R05,SR005,C115,139,40.99,5697.61
TXN06969,2024-04-07,P001,R01,SR025,C031,129,37.59,4849.11
TXN06970,2024-06-16,P007,R03,SR003,C024,52,46.31,2408.12
TXN06971,2025-03-31,P004,R02,SR008,C101,112,49.69,5565.28
TXN06972,2024-04-15,P003,R05,SR023,C096,77,32.9,2533.3
TXN06973,2025-03-20,P004,R03,SR015,C009,27,49.24,1329.48
TXN06974,2025-09-24,P003,R03,SR015,C053,44,34.94,1537.36
TXN06975,2025-01-16,P003,R02,SR020,C036,62,35.92,2227.04
TXN06976,2025-03-24,P006,R01,SR001,C057,59,28.53,1683.27
TXN06977,2025-01-03,P001,R06,SR030,C021,91,39.22,3569.02
TXN06978,2024-12-29,P001,R05,SR029,C032,115,40.57,4665.55
TXN06979,2025-12-24,P006,R06,SR024,C001,44,28.17,1239.48
TXN06980,2024-04-13,P001,R01,SR019,C013,207,41.41,8571.87
TXN06981,2024-01-23,P006,R01,SR007,C060,72,28.37,2042.64
TXN06982,2024-06-14,P006,R05,SR011,C093,72,28.26,2034.72
TXN06983,2024-10-19,P005,R05,SR029,C096,44,70.73,3112.12
TXN06984,2025-05-06,P005,R99,SR008,C097,29,64.22,1862.38
TXN06985,2025-12-07,P004,R05,SR023,C038,52,48.05,2498.6
TXN06986,2024-10-16,P003,R03,SR021,C052,38,34.51,1311.38
TXN06987,2024-04-04,P004,R05,SR023,C112,76,46.52,3535.52
TXN06988,2024-06-18,P006,R01,SR007,C111,92,28.75,2645.0
